amount,hour_of_day,age_hours,has_duplicate,bank_code,upi_handle,dispute_type
1494.02,17,10.980107687377847,0,SBI,@phonepe,TECHNICAL_DECLINE
23016.4,12,76.94475444601632,0,AXIS,@okaxis,BENEFICIARY_NOT_CREDITED
13129.26,13,36.449142930399454,0,KOTAK,@paytm,WRONG_DEBIT
1541.83,3,9.635306910868287,0,SBI,@okaxis,TECHNICAL_DECLINE
1325.69,14,11.592665467597271,0,KOTAK,@ybl,TECHNICAL_DECLINE
7598.99,20,11.012362304018975,1,AXIS,@okaxis,DUPLICATE_TRANSACTION
24150.31,8,4.863906767610258,0,PNB,@gpay,WRONG_DEBIT
8021.6,14,22.930696490960646,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
35070.85,8,17.87454787406958,0,HDFC,@ybl,WRONG_DEBIT
8064.87,11,80.58476083291137,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
1418.47,23,8.197287702285223,0,ICICI,@ybl,TECHNICAL_DECLINE
2425.13,11,20.945819961799153,1,ICICI,@gpay,DUPLICATE_TRANSACTION
8365.91,21,14.846325580363398,1,ICICI,@paytm,DUPLICATE_TRANSACTION
46017.39,21,68.81613725249866,0,AXIS,@okaxis,WRONG_DEBIT
38235.79,17,68.97550251366901,0,BOB,@ybl,WRONG_DEBIT
62256.41,16,150.9862404656063,0,KOTAK,@phonepe,BENEFICIARY_NOT_CREDITED
3739.15,16,90.60052672384444,0,ICICI,@okaxis,TRANSACTION_TIMEOUT
636.07,20,10.156220819649707,1,KOTAK,@paytm,DUPLICATE_TRANSACTION
1801.72,21,9.31084756625894,0,AXIS,@paytm,TECHNICAL_DECLINE
2354.35,22,0.10102325783550503,0,PNB,@gpay,TECHNICAL_DECLINE
11662.06,10,102.96355352656744,0,BOB,@phonepe,TRANSACTION_TIMEOUT
5530.78,11,6.465797508599523,1,KOTAK,@phonepe,DUPLICATE_TRANSACTION
18799.41,15,36.15892451247961,0,PNB,@phonepe,BENEFICIARY_NOT_CREDITED
85505.45,13,76.27174157680199,0,KOTAK,@gpay,BENEFICIARY_NOT_CREDITED
3461.46,3,8.649785512979248,0,BOB,@gpay,TECHNICAL_DECLINE
2217.87,12,2.352758569643831,0,BOB,@upi,TECHNICAL_DECLINE
4782.57,8,4.238574639830708,1,AXIS,@gpay,DUPLICATE_TRANSACTION
2716.51,10,9.42399524032654,0,SBI,@phonepe,TECHNICAL_DECLINE
4306.66,1,4.780822822359931,0,PNB,@gpay,TECHNICAL_DECLINE
10851.82,8,34.31083855335387,0,PNB,@paytm,WRONG_DEBIT
14917.41,8,102.86622720037848,0,KOTAK,@okaxis,TRANSACTION_TIMEOUT
34741.96,15,21.246660699189526,0,BOB,@upi,BENEFICIARY_NOT_CREDITED
1074.89,18,7.798385797363306,0,KOTAK,@gpay,TECHNICAL_DECLINE
35833.35,17,82.4114552988284,0,PNB,@ybl,BENEFICIARY_NOT_CREDITED
19115.44,9,33.390149813020805,0,ICICI,@gpay,WRONG_DEBIT
42470.74,18,96.46347483692351,0,BOB,@paytm,BENEFICIARY_NOT_CREDITED
8183.77,7,22.570708564037325,0,PNB,@phonepe,WRONG_DEBIT
60735.8,15,46.298432925675286,0,AXIS,@phonepe,BENEFICIARY_NOT_CREDITED
2652.58,14,4.967868730484078,0,ICICI,@paytm,TECHNICAL_DECLINE
7304.95,18,6.03952824004364,1,PNB,@upi,DUPLICATE_TRANSACTION
10607.52,12,7.416670612095797,0,HDFC,@ybl,WRONG_DEBIT
363.74,12,6.28779349610177,0,HDFC,@paytm,TECHNICAL_DECLINE
62001.17,10,110.35705681573941,0,AXIS,@phonepe,BENEFICIARY_NOT_CREDITED
2549.23,12,10.635850243535163,1,ICICI,@gpay,DUPLICATE_TRANSACTION
4208.74,0,0.42185977073452996,0,SBI,@phonepe,TECHNICAL_DECLINE
9397.15,17,190.0983508930131,0,KOTAK,@ybl,TRANSACTION_TIMEOUT
9698.47,19,12.94290164298474,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
12657.85,20,181.3486439416233,0,AXIS,@okaxis,TRANSACTION_TIMEOUT
1617.34,11,5.779820192426572,0,ICICI,@paytm,TECHNICAL_DECLINE
6226.58,13,87.4906706785341,0,SBI,@paytm,TRANSACTION_TIMEOUT
26213.48,4,24.759714041999587,0,AXIS,@okaxis,WRONG_DEBIT
34419.72,15,68.18094085450495,0,AXIS,@phonepe,WRONG_DEBIT
38316.87,9,42.98427016025415,0,BOB,@paytm,WRONG_DEBIT
1930.85,13,10.585944821884127,0,AXIS,@ybl,TECHNICAL_DECLINE
1716.37,19,15.503779182980644,1,BOB,@ybl,DUPLICATE_TRANSACTION
2703.5,14,15.007752342145768,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
28825.35,17,136.0710443995392,0,AXIS,@gpay,BENEFICIARY_NOT_CREDITED
9202.12,9,7.945657237293384,0,AXIS,@okaxis,WRONG_DEBIT
5515.47,19,122.78339413213726,0,SBI,@paytm,TRANSACTION_TIMEOUT
591.36,16,0.5311412547715157,1,HDFC,@phonepe,DUPLICATE_TRANSACTION
12941.4,16,122.42688076473834,0,ICICI,@paytm,BENEFICIARY_NOT_CREDITED
245.78,11,8.20590849284703,1,SBI,@ybl,DUPLICATE_TRANSACTION
46636.6,9,56.15152405498367,0,BOB,@gpay,BENEFICIARY_NOT_CREDITED
13398.53,12,5.139698021932093,0,AXIS,@gpay,WRONG_DEBIT
8967.42,12,19.61401737598969,1,BOB,@paytm,DUPLICATE_TRANSACTION
48732.47,22,17.925289956520853,0,BOB,@ybl,WRONG_DEBIT
7402.43,8,4.780317031294338,1,PNB,@paytm,DUPLICATE_TRANSACTION
3363.44,6,5.673906539898182,0,PNB,@phonepe,TECHNICAL_DECLINE
16281.84,9,125.3690046410955,0,KOTAK,@okaxis,BENEFICIARY_NOT_CREDITED
12740.31,20,21.514542030603447,0,SBI,@paytm,WRONG_DEBIT
9735.41,11,15.189815181641872,1,SBI,@paytm,DUPLICATE_TRANSACTION
7964.46,17,2.871590208257728,1,BOB,@gpay,DUPLICATE_TRANSACTION
48444.86,18,56.41021729807631,0,AXIS,@upi,WRONG_DEBIT
859.46,2,2.9846670768587398,0,AXIS,@paytm,TECHNICAL_DECLINE
1758.27,20,0.720628028491896,0,SBI,@upi,TECHNICAL_DECLINE
7043.15,20,2.577399753182074,1,AXIS,@gpay,DUPLICATE_TRANSACTION
98176.73,14,135.52273788995984,0,AXIS,@upi,BENEFICIARY_NOT_CREDITED
311.39,14,8.596019934010354,1,ICICI,@phonepe,DUPLICATE_TRANSACTION
24316.58,14,40.24978492572494,0,KOTAK,@upi,WRONG_DEBIT
3876.54,5,130.63032273087674,0,SBI,@upi,TRANSACTION_TIMEOUT
5578.96,19,187.000048300663,0,KOTAK,@gpay,TRANSACTION_TIMEOUT
26603.76,14,21.288431607172903,0,SBI,@okaxis,WRONG_DEBIT
45680.86,17,64.30027613431842,0,ICICI,@paytm,BENEFICIARY_NOT_CREDITED
4298.46,19,2.8654386985922535,0,PNB,@paytm,TECHNICAL_DECLINE
4113.34,6,6.288837225725428,0,AXIS,@okaxis,TECHNICAL_DECLINE
6169.09,13,9.835308666390882,1,SBI,@paytm,DUPLICATE_TRANSACTION
26207.71,2,3.1519629667246436,0,ICICI,@gpay,WRONG_DEBIT
10183.74,15,13.796398096608058,0,HDFC,@okaxis,WRONG_DEBIT
13192.63,16,142.84351356774368,0,KOTAK,@phonepe,TRANSACTION_TIMEOUT
18381.07,19,51.68485400902424,0,HDFC,@gpay,WRONG_DEBIT
18575.23,2,119.14498980160825,0,PNB,@paytm,TRANSACTION_TIMEOUT
56022.98,15,138.27842821653533,0,BOB,@upi,BENEFICIARY_NOT_CREDITED
41199.78,8,38.08949985300769,0,PNB,@paytm,WRONG_DEBIT
8254.57,12,161.41798648799985,0,HDFC,@paytm,BENEFICIARY_NOT_CREDITED
5363.44,11,4.634866748963358,1,PNB,@gpay,DUPLICATE_TRANSACTION
3164.09,5,6.70108176015565,0,KOTAK,@ybl,TECHNICAL_DECLINE
38337.54,18,25.77336234274107,0,AXIS,@upi,WRONG_DEBIT
17668.2,5,168.45416286155785,0,KOTAK,@ybl,TRANSACTION_TIMEOUT
1753.81,5,6.406805723765513,0,KOTAK,@ybl,TECHNICAL_DECLINE
90297.25,17,166.5743194332272,0,SBI,@phonepe,BENEFICIARY_NOT_CREDITED
15307.27,13,173.5755562061957,0,SBI,@okaxis,TRANSACTION_TIMEOUT
5675.13,11,9.001513796873368,1,KOTAK,@upi,DUPLICATE_TRANSACTION
36320.85,16,75.73246476270765,0,AXIS,@paytm,BENEFICIARY_NOT_CREDITED
49149.53,19,1.1737762486031187,0,ICICI,@phonepe,WRONG_DEBIT
15086.66,7,15.46724252113603,0,SBI,@paytm,WRONG_DEBIT
91951.65,17,93.90595527963033,0,KOTAK,@gpay,BENEFICIARY_NOT_CREDITED
1983.04,11,11.23971165690861,0,SBI,@phonepe,WRONG_DEBIT
1324.3,8,9.7328908413919,0,HDFC,@okaxis,TECHNICAL_DECLINE
11424.39,6,159.60842498939212,0,PNB,@phonepe,TRANSACTION_TIMEOUT
3540.76,22,154.832880017067,0,BOB,@paytm,TRANSACTION_TIMEOUT
3247.05,1,8.769472343475327,0,KOTAK,@ybl,TECHNICAL_DECLINE
39028.08,10,25.05097490061119,0,BOB,@ybl,WRONG_DEBIT
18611.9,3,180.20755014642543,0,ICICI,@upi,TRANSACTION_TIMEOUT
4650.4,20,9.329023417728568,0,AXIS,@paytm,TECHNICAL_DECLINE
52676.14,14,91.16826481625775,0,ICICI,@phonepe,BENEFICIARY_NOT_CREDITED
3519.07,4,0.6062377697499302,0,PNB,@ybl,TECHNICAL_DECLINE
15081.52,18,124.71886060902929,0,ICICI,@ybl,TRANSACTION_TIMEOUT
78743.65,11,23.075570576936634,0,HDFC,@ybl,BENEFICIARY_NOT_CREDITED
3752.04,17,4.790295594563302,0,HDFC,@ybl,TECHNICAL_DECLINE
2229.01,22,1.5645020987420897,0,ICICI,@ybl,TECHNICAL_DECLINE
1070.73,12,7.826981267750027,0,ICICI,@okaxis,TECHNICAL_DECLINE
4985.69,16,2.954950086085357,0,HDFC,@phonepe,TECHNICAL_DECLINE
6535.89,18,61.61838651526375,0,PNB,@ybl,TRANSACTION_TIMEOUT
7368.83,6,96.75223115360578,0,KOTAK,@upi,TRANSACTION_TIMEOUT
38507.1,5,71.1109380213885,0,KOTAK,@ybl,WRONG_DEBIT
814.51,1,11.090558482841127,0,ICICI,@gpay,TECHNICAL_DECLINE
16021.13,10,19.766080711112412,0,HDFC,@gpay,BENEFICIARY_NOT_CREDITED
4640.98,9,0.1647995123211765,0,PNB,@paytm,TECHNICAL_DECLINE
45281.13,9,56.42341208386862,0,PNB,@okaxis,BENEFICIARY_NOT_CREDITED
2117.63,16,18.00852357005918,1,KOTAK,@ybl,DUPLICATE_TRANSACTION
3676.63,4,8.340853723772337,0,PNB,@paytm,TECHNICAL_DECLINE
11701.8,21,128.07346176064956,0,SBI,@gpay,TRANSACTION_TIMEOUT
14272.28,22,44.49346390018064,0,HDFC,@ybl,WRONG_DEBIT
3423.23,21,19.5343472937843,0,BOB,@upi,WRONG_DEBIT
86496.09,9,49.84676144911008,0,PNB,@ybl,BENEFICIARY_NOT_CREDITED
9799.95,16,23.4386865573565,1,HDFC,@phonepe,DUPLICATE_TRANSACTION
17348.78,17,61.37914166104378,0,ICICI,@okaxis,TRANSACTION_TIMEOUT
11257.68,22,51.26624564858052,0,ICICI,@okaxis,TRANSACTION_TIMEOUT
33690.18,15,125.3132502080491,0,HDFC,@phonepe,BENEFICIARY_NOT_CREDITED
35860.12,13,40.44619587310452,0,KOTAK,@phonepe,BENEFICIARY_NOT_CREDITED
31327.04,12,64.10895019767082,0,BOB,@paytm,WRONG_DEBIT
4750.67,7,1.8204981692242157,0,AXIS,@upi,TECHNICAL_DECLINE
969.17,14,12.497228257764402,1,PNB,@okaxis,DUPLICATE_TRANSACTION
4231.6,17,3.6659797000524383,1,SBI,@okaxis,DUPLICATE_TRANSACTION
45192.33,11,35.52846486838856,0,ICICI,@okaxis,BENEFICIARY_NOT_CREDITED
3451.84,6,10.351051938960818,0,SBI,@upi,TECHNICAL_DECLINE
4556.86,13,11.948229602784105,0,BOB,@gpay,TECHNICAL_DECLINE
4593.85,10,0.8137684962755705,0,KOTAK,@upi,TECHNICAL_DECLINE
9288.35,4,52.349726394733786,0,BOB,@phonepe,WRONG_DEBIT
19227.8,9,115.3366820315471,0,BOB,@upi,TRANSACTION_TIMEOUT
15619.73,12,18.83082928484798,0,ICICI,@paytm,BENEFICIARY_NOT_CREDITED
3123.04,19,6.804517115267695,0,ICICI,@okaxis,TECHNICAL_DECLINE
2386.03,8,8.622272028829233,1,PNB,@ybl,DUPLICATE_TRANSACTION
5073.01,17,11.250323959354004,1,PNB,@phonepe,DUPLICATE_TRANSACTION
8536.08,15,11.37232610061992,1,ICICI,@gpay,DUPLICATE_TRANSACTION
419.07,20,23.251561942401096,1,SBI,@ybl,DUPLICATE_TRANSACTION
7449.43,11,18.186638153415103,1,HDFC,@gpay,DUPLICATE_TRANSACTION
17355.87,15,152.55513102847436,0,BOB,@ybl,TRANSACTION_TIMEOUT
4332.8,20,1.0038306012028357,1,PNB,@ybl,DUPLICATE_TRANSACTION
39718.0,18,100.16556883259577,0,KOTAK,@upi,BENEFICIARY_NOT_CREDITED
26080.39,14,32.89683052558249,0,HDFC,@gpay,WRONG_DEBIT
2735.56,23,0.47101946690985086,0,AXIS,@okaxis,TECHNICAL_DECLINE
9573.53,14,28.65887218472827,0,SBI,@phonepe,WRONG_DEBIT
3413.08,9,141.19641044507165,0,HDFC,@upi,TRANSACTION_TIMEOUT
4528.01,14,9.958722053119676,0,AXIS,@paytm,TECHNICAL_DECLINE
654.54,18,11.254109492390873,0,PNB,@okaxis,TECHNICAL_DECLINE
3991.36,13,10.821260516329783,1,ICICI,@ybl,DUPLICATE_TRANSACTION
4493.43,6,10.59058136832862,0,HDFC,@phonepe,TECHNICAL_DECLINE
69325.88,11,120.96857819300003,0,HDFC,@paytm,BENEFICIARY_NOT_CREDITED
35340.71,20,26.131924019322327,0,KOTAK,@upi,WRONG_DEBIT
14564.79,16,141.0350252416923,0,ICICI,@ybl,TRANSACTION_TIMEOUT
1964.97,5,10.947033345865588,0,KOTAK,@upi,TECHNICAL_DECLINE
1705.03,10,4.292802352158448,1,PNB,@paytm,DUPLICATE_TRANSACTION
6230.44,23,164.83182419886327,0,AXIS,@phonepe,TRANSACTION_TIMEOUT
1263.78,10,23.05041310838193,1,HDFC,@okaxis,DUPLICATE_TRANSACTION
1714.67,16,143.85364642197828,0,KOTAK,@paytm,BENEFICIARY_NOT_CREDITED
4425.24,7,2.6024861266191883,0,PNB,@ybl,TECHNICAL_DECLINE
8262.01,2,139.38491811763882,0,HDFC,@gpay,TRANSACTION_TIMEOUT
1462.75,20,6.690583779226665,0,BOB,@gpay,TECHNICAL_DECLINE
9323.52,1,47.035935231517456,0,HDFC,@gpay,WRONG_DEBIT
33383.13,19,21.487791358232478,0,HDFC,@paytm,WRONG_DEBIT
20906.15,5,11.616136374998948,0,SBI,@okaxis,WRONG_DEBIT
2904.18,17,2.1290312081241543,0,AXIS,@upi,TECHNICAL_DECLINE
1864.92,1,1.1175154538612349,0,SBI,@phonepe,TECHNICAL_DECLINE
89804.21,10,127.65981196882636,0,BOB,@okaxis,BENEFICIARY_NOT_CREDITED
14712.35,4,8.785672560428075,0,BOB,@phonepe,WRONG_DEBIT
52941.75,17,36.04417666944508,0,ICICI,@okaxis,BENEFICIARY_NOT_CREDITED
5554.18,23,70.51319609050795,0,KOTAK,@paytm,WRONG_DEBIT
14509.08,19,189.95153456780386,0,PNB,@phonepe,TRANSACTION_TIMEOUT
12216.01,10,87.46832597151001,0,KOTAK,@okaxis,TRANSACTION_TIMEOUT
92746.98,18,94.9599343903235,0,KOTAK,@upi,BENEFICIARY_NOT_CREDITED
9900.84,5,182.3168795453733,0,ICICI,@upi,TRANSACTION_TIMEOUT
97936.14,9,20.740591459019434,0,AXIS,@upi,BENEFICIARY_NOT_CREDITED
36899.67,6,57.56863329039645,0,AXIS,@ybl,WRONG_DEBIT
16756.23,17,58.03513328656744,0,ICICI,@paytm,WRONG_DEBIT
6931.17,12,18.96469206830908,1,SBI,@phonepe,DUPLICATE_TRANSACTION
2794.97,0,1.3660411553832095,0,SBI,@phonepe,TECHNICAL_DECLINE
14515.49,19,193.93714943845453,0,BOB,@gpay,TRANSACTION_TIMEOUT
3372.1,13,22.134714366043738,1,AXIS,@ybl,DUPLICATE_TRANSACTION
32318.05,15,11.187812784004471,0,AXIS,@okaxis,WRONG_DEBIT
46515.77,15,155.94092611977186,0,HDFC,@okaxis,BENEFICIARY_NOT_CREDITED
56711.79,14,93.71459378669316,0,HDFC,@gpay,BENEFICIARY_NOT_CREDITED
3458.92,11,0.7945564958107427,0,ICICI,@phonepe,TECHNICAL_DECLINE
17023.71,12,45.10878102829805,0,BOB,@gpay,WRONG_DEBIT
3067.88,5,7.1423024043599925,0,BOB,@phonepe,TECHNICAL_DECLINE
71129.08,13,70.11621783297679,0,AXIS,@gpay,BENEFICIARY_NOT_CREDITED
45464.68,13,37.095359837202494,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
18773.36,1,56.00090818517718,0,HDFC,@ybl,WRONG_DEBIT
222.18,15,10.859469607477275,0,ICICI,@gpay,TECHNICAL_DECLINE
92401.86,17,52.829904388740985,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
41124.71,16,48.723644789128485,0,ICICI,@gpay,WRONG_DEBIT
23022.48,22,62.26633457548045,0,HDFC,@paytm,WRONG_DEBIT
93267.57,18,146.6031405370062,0,SBI,@ybl,BENEFICIARY_NOT_CREDITED
5244.83,21,53.679940212507674,0,HDFC,@okaxis,WRONG_DEBIT
64065.66,12,54.587021764313945,0,ICICI,@phonepe,BENEFICIARY_NOT_CREDITED
53461.44,16,113.077715006826,0,SBI,@gpay,BENEFICIARY_NOT_CREDITED
2809.01,8,22.999153308202914,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
10408.21,11,39.5543273011663,0,SBI,@gpay,WRONG_DEBIT
57621.25,11,12.897559493780522,0,KOTAK,@phonepe,BENEFICIARY_NOT_CREDITED
2273.87,4,0.3479122344317047,0,PNB,@paytm,TECHNICAL_DECLINE
19241.62,2,30.705533655121968,0,ICICI,@upi,WRONG_DEBIT
4467.25,20,10.03409284562989,0,PNB,@ybl,TECHNICAL_DECLINE
1842.56,10,9.809303748441977,0,PNB,@upi,TECHNICAL_DECLINE
484.87,14,6.813471627097899,0,HDFC,@upi,TECHNICAL_DECLINE
2035.53,9,152.0406521704169,0,PNB,@ybl,TRANSACTION_TIMEOUT
4710.71,7,69.84569593434506,0,KOTAK,@phonepe,TRANSACTION_TIMEOUT
39511.65,14,132.7260439600959,0,SBI,@ybl,BENEFICIARY_NOT_CREDITED
702.26,15,65.15883270963285,0,AXIS,@ybl,TRANSACTION_TIMEOUT
2894.35,13,14.50656555438249,1,ICICI,@okaxis,DUPLICATE_TRANSACTION
20343.73,22,57.36655968206117,0,SBI,@okaxis,WRONG_DEBIT
39642.3,17,33.19018939777304,0,KOTAK,@ybl,WRONG_DEBIT
6246.66,16,3.8164869500205016,1,AXIS,@ybl,DUPLICATE_TRANSACTION
17101.64,22,42.54985433103659,0,BOB,@ybl,WRONG_DEBIT
3957.9,17,8.329597881688564,0,ICICI,@upi,TECHNICAL_DECLINE
36994.42,22,41.34155693833432,0,AXIS,@paytm,WRONG_DEBIT
3020.77,10,6.661052414565137,0,BOB,@ybl,TECHNICAL_DECLINE
3149.55,14,1.670583235906216,1,HDFC,@upi,DUPLICATE_TRANSACTION
3879.58,12,3.9288989151384057,0,PNB,@upi,TECHNICAL_DECLINE
4617.6,4,63.88283063333696,0,BOB,@upi,WRONG_DEBIT
37878.18,21,10.7435830877286,0,KOTAK,@phonepe,WRONG_DEBIT
12349.89,14,77.74132626697849,0,PNB,@phonepe,TRANSACTION_TIMEOUT
57242.5,13,154.38977096629634,0,AXIS,@upi,BENEFICIARY_NOT_CREDITED
99033.78,18,2.3559151524227397,0,KOTAK,@ybl,BENEFICIARY_NOT_CREDITED
8539.8,8,8.861349445773785,1,KOTAK,@paytm,DUPLICATE_TRANSACTION
35197.37,11,7.8982788176077925,0,SBI,@paytm,WRONG_DEBIT
4373.98,17,9.462439768054658,1,SBI,@upi,DUPLICATE_TRANSACTION
8180.05,13,130.85805577117833,0,PNB,@gpay,TRANSACTION_TIMEOUT
2867.47,17,106.45844876904638,0,SBI,@ybl,TRANSACTION_TIMEOUT
2955.86,21,16.081585966148822,1,ICICI,@paytm,DUPLICATE_TRANSACTION
32454.62,4,51.93642473006237,0,AXIS,@upi,WRONG_DEBIT
19502.0,4,60.86884353203684,0,PNB,@ybl,TRANSACTION_TIMEOUT
17882.29,22,139.87328592991287,0,AXIS,@okaxis,TRANSACTION_TIMEOUT
4598.5,14,13.24920072914447,1,AXIS,@ybl,DUPLICATE_TRANSACTION
22961.22,15,101.96373397291309,0,KOTAK,@ybl,BENEFICIARY_NOT_CREDITED
7150.09,12,9.860107527952987,1,KOTAK,@okaxis,DUPLICATE_TRANSACTION
3829.46,9,95.8809794761671,0,PNB,@phonepe,BENEFICIARY_NOT_CREDITED
29055.41,22,5.764543609546856,0,PNB,@upi,WRONG_DEBIT
4919.54,8,5.579235927785893,0,HDFC,@okaxis,TECHNICAL_DECLINE
533.39,15,7.567954189332077,0,PNB,@upi,TECHNICAL_DECLINE
34235.29,17,57.46307332614994,0,SBI,@okaxis,WRONG_DEBIT
45188.91,17,56.053953593793544,0,AXIS,@ybl,WRONG_DEBIT
4539.67,18,8.80577456934875,0,AXIS,@phonepe,TECHNICAL_DECLINE
29276.24,9,117.07354419766645,0,KOTAK,@upi,BENEFICIARY_NOT_CREDITED
72833.69,18,44.49400380445097,0,PNB,@ybl,BENEFICIARY_NOT_CREDITED
928.49,1,7.8758386364905375,0,SBI,@upi,TECHNICAL_DECLINE
233.76,15,0.990122001780986,0,KOTAK,@paytm,TECHNICAL_DECLINE
25579.07,18,47.92231255740863,0,BOB,@phonepe,BENEFICIARY_NOT_CREDITED
37097.32,19,12.57219703144928,0,KOTAK,@upi,WRONG_DEBIT
6625.64,13,19.388176591765767,1,SBI,@upi,DUPLICATE_TRANSACTION
4900.69,20,12.657332514884668,1,HDFC,@phonepe,DUPLICATE_TRANSACTION
48370.55,19,67.24381353828393,0,ICICI,@ybl,WRONG_DEBIT
15430.32,7,148.42142786762207,0,PNB,@upi,TRANSACTION_TIMEOUT
2187.48,19,20.20399284572763,1,HDFC,@upi,DUPLICATE_TRANSACTION
75670.65,10,9.771373897710932,0,AXIS,@ybl,BENEFICIARY_NOT_CREDITED
6097.21,23,192.13426973200615,0,KOTAK,@gpay,TRANSACTION_TIMEOUT
13701.85,12,120.13761627613769,0,ICICI,@okaxis,TRANSACTION_TIMEOUT
336.07,14,106.06462239571658,0,SBI,@okaxis,TRANSACTION_TIMEOUT
4958.48,17,45.89453889038877,0,BOB,@ybl,WRONG_DEBIT
4598.41,8,4.019608879416535,0,SBI,@paytm,TECHNICAL_DECLINE
65607.16,15,78.00513510492607,0,PNB,@upi,BENEFICIARY_NOT_CREDITED
7369.7,17,18.491934870766226,1,KOTAK,@phonepe,DUPLICATE_TRANSACTION
3201.37,8,16.147244633759765,1,BOB,@paytm,DUPLICATE_TRANSACTION
20621.31,16,7.481324503987786,0,AXIS,@phonepe,WRONG_DEBIT
7279.98,12,4.63390875471385,1,HDFC,@okaxis,DUPLICATE_TRANSACTION
2938.41,19,47.27559733663217,0,BOB,@gpay,WRONG_DEBIT
3226.61,22,11.493544052837231,0,HDFC,@okaxis,TECHNICAL_DECLINE
3821.99,20,21.59753316305384,1,KOTAK,@gpay,DUPLICATE_TRANSACTION
34813.12,8,21.208940398848064,0,PNB,@paytm,WRONG_DEBIT
18461.64,8,164.94258773998524,0,PNB,@upi,TRANSACTION_TIMEOUT
26104.99,10,47.307009419625196,0,HDFC,@ybl,BENEFICIARY_NOT_CREDITED
6719.83,1,87.2522680852716,0,BOB,@phonepe,TRANSACTION_TIMEOUT
4461.69,15,23.506127523527077,1,ICICI,@okaxis,DUPLICATE_TRANSACTION
3651.0,15,64.48143122992391,0,KOTAK,@ybl,TRANSACTION_TIMEOUT
6178.27,9,21.902621348187033,1,PNB,@phonepe,DUPLICATE_TRANSACTION
1839.56,2,41.13680830883421,0,SBI,@ybl,WRONG_DEBIT
44835.97,4,47.00630395192012,0,HDFC,@paytm,WRONG_DEBIT
5402.09,22,98.13429213689167,0,AXIS,@okaxis,TRANSACTION_TIMEOUT
25817.61,15,34.42603867796176,0,AXIS,@upi,WRONG_DEBIT
27052.42,0,27.678518926346186,0,PNB,@ybl,WRONG_DEBIT
28405.47,11,24.007659324200244,0,SBI,@ybl,WRONG_DEBIT
31650.4,20,6.528022187244786,0,KOTAK,@phonepe,WRONG_DEBIT
42074.96,9,46.64106517005469,0,ICICI,@okaxis,WRONG_DEBIT
48378.9,21,13.7522275859018,0,PNB,@ybl,WRONG_DEBIT
31567.79,11,35.0282550313331,0,PNB,@ybl,WRONG_DEBIT
1485.44,11,0.6087505316267645,1,KOTAK,@gpay,DUPLICATE_TRANSACTION
7836.47,17,145.7979609278969,0,AXIS,@okaxis,TRANSACTION_TIMEOUT
19334.83,0,53.63048734941584,0,HDFC,@phonepe,TRANSACTION_TIMEOUT
20334.84,6,58.11146681813296,0,PNB,@okaxis,WRONG_DEBIT
18807.79,17,70.6409516978251,0,KOTAK,@gpay,TRANSACTION_TIMEOUT
1940.2,4,35.2004193594744,0,HDFC,@ybl,WRONG_DEBIT
324.43,22,7.785437029350197,0,HDFC,@gpay,TECHNICAL_DECLINE
45242.65,3,32.845290690722045,0,ICICI,@okaxis,WRONG_DEBIT
40908.23,3,8.220937101500716,0,KOTAK,@okaxis,WRONG_DEBIT
724.79,11,10.229075134517508,1,BOB,@upi,DUPLICATE_TRANSACTION
6552.28,21,135.54698558877772,0,ICICI,@phonepe,TRANSACTION_TIMEOUT
7665.86,17,4.162743568808507,1,HDFC,@paytm,DUPLICATE_TRANSACTION
14553.06,15,29.064492473612695,0,SBI,@okaxis,BENEFICIARY_NOT_CREDITED
4442.75,22,13.967659242278138,1,ICICI,@paytm,DUPLICATE_TRANSACTION
1943.04,5,0.18756391521933047,0,AXIS,@paytm,TECHNICAL_DECLINE
460.48,2,50.88536988888991,0,KOTAK,@phonepe,WRONG_DEBIT
13900.72,15,153.23846628731226,0,ICICI,@gpay,TRANSACTION_TIMEOUT
52547.14,15,40.95537774012212,0,ICICI,@okaxis,BENEFICIARY_NOT_CREDITED
29853.97,22,35.99190971305658,0,HDFC,@upi,WRONG_DEBIT
35111.43,9,94.13763737940575,0,ICICI,@paytm,BENEFICIARY_NOT_CREDITED
4886.28,19,4.342815655118024,0,BOB,@okaxis,TECHNICAL_DECLINE
1174.45,20,7.911925900707426,0,SBI,@paytm,TECHNICAL_DECLINE
1215.52,10,16.44585010596186,1,AXIS,@ybl,DUPLICATE_TRANSACTION
1681.62,22,1.034774432306457,1,PNB,@phonepe,DUPLICATE_TRANSACTION
21354.18,13,56.82720308012388,0,BOB,@ybl,BENEFICIARY_NOT_CREDITED
5310.61,1,66.59001689173256,0,ICICI,@gpay,WRONG_DEBIT
24304.56,3,5.101883891565352,0,ICICI,@upi,WRONG_DEBIT
11894.86,10,111.69807367183425,0,PNB,@upi,TRANSACTION_TIMEOUT
23391.29,10,55.46408152609768,0,HDFC,@gpay,BENEFICIARY_NOT_CREDITED
